artist,songs,Clusters
Mozzy,Real Ones (feat. Roddy Ricch),1
Curren$y,The Tonight Show,6
$NOT,EYE EYE EYE (feat. Kevin Abstract),7
$NOT,How U Feel (feat. Joey Bada$$),2
Sada Baby,Perfect Form Skub,1
Snoop Dogg,Conflicted,4
Snoop Dogg,Doggystylin,1
$NOT,BENZO,4
50 Cent,Just A Lil Bit,1
EST Gee,Who Hotter Than Gee,2
Lil Durk,Broke Up In Miami,0
Moneybagg Yo,Wat3va I’m Wit,0
JayDaYoungan,Depressed,2
Yo Gotti,Cold Gangsta,5
B-Lovee,Spot Em,5
B-Lovee,My Everything (Part III) (feat. G Herbo),0
Raekwon,"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",7
GZA,4th Chamber,0
Ski Mask The Slump God,Far Gone (feat. Lil Baby),5
NAV,Turn & Twist,3
Big Scarr,I Would Keep Goin,0
Lil Baby,Solid,3
DJ Scheme,Hey Mister (feat. Ski Mask The Slump God),6
YoungBoy Never Broke Again,No Switch,2
Future,Worst Day,7
Big Sean,Everything That's Missing (feat. Dwele),6
Lil Baby,Emotionally Scarred,3
Lil Tecca,Royal Rumble,1
Lil Durk,Internet Sensation,6
Kid Cudi,Sad People,0
Key Glock,I Can Tell,5
Chief Keef,The Talk,0
Little Brother,I See Now,7
Jerico,80 Degrees,3
Lil Wayne,John,1
Vince Staples,Big Fish,3
T-Dre,Lost,0
Kanye West,My Way Home,6
Bobby Feeno,watermelon sunrise,1
The Notorious B.I.G.,1970 Somethin' (feat. The Game & Faith Evans),7
Freddie Gibbs,Talkin' 'Bout You,3
Hi-Tech,Book of Life,7
Baby Smoove,Not Us,6
JPEGMAFIA,FIX URSELF!,3
Ben Beal,Castles,6
Sada Baby,1992,3
Sada Baby,Miles DeRozan,1
Sada Baby,Ja Morant,7
Sada Baby,The Workout,2
Sada Baby,Skubop,5
BabyTron,6 Star Wanted Level,5
Sada Baby,CJ,2
Big K.R.I.T.,Southside of the Moon,6
Big K.R.I.T.,Rhode Clean,3
Curren$y,Half Moon Mornings,6
Curren$y,Reese's Cup,4
Curren$y,No Yeast (feat. Boldy James),6
Curren$y,Whale Watching (feat. Styles P),6
Curren$y,Louis Baggage (feat. Babyface Ray),6
Kid Cudi,Want It Bad (with Nigo),0
Jack Harlow,Nail Tech,0
Hunxho,Let's Get It (Remix) [feat. 21 Savage],5
Gunna,Banking On Me,6
Nas,Meet Joe Black,4
Nas,The Truth,3
ShittyBoyz,Sly Cooper,3
ShittyBoyz,Red Wings,4
ShittyBoyz,Gotham City,1
ShittyBoyz,Big 3,0
ShittyBoyz,Soul Bleed,3
ShittyBoyz,Taliban Ties,3
ShittyBoyz,Visa Magicians,5
ShittyBoyz,"Red Light, Green Light",5
ShittyBoyz,Ghetto Elegance,5
ShittyBoyz,Payday,2
ShittyBoyz,TMZ,3
ShittyBoyz,Bill Nye,5
ShittyBoyz,Blizzard Mode,5
ShittyBoyz,Supervillain,5
ShittyBoyz,Time Travelin',5
ShittyBoyz,Rob Dyrdek,7
ShittyBoyz,Kung FU,5
ShittyBoyz,On 1,4
B-Lovee,No Hook Pt. 2,7
Fivio Foreign,Atlanta,0
26ar,6 foot 7 foot,3
22Gz,Retaliation,7
Fivio Foreign,Jumpin,5
RTB MB,Intro,5
loresore,can u be.,1
JulezJZ,Chakras,6
Knye,Alien,0
luvstvr,Free Uzi!,5
,,1
Michiganaintmakeit,Rip Chico,5
21 Travis,Niagara Falls,3
Better Temperatures,New Check,0
Donald Ganim,Iron on Me!,3
Lil Durk,AHHH HA,5
J. Cole,Folgers Crystals,3
J. Cole,Is She Gon Pop,2
Drake,The Ride,6
,,3
4KTREYWORLD,Bad Mornings,3
Jaws Flame,Heaven,6
Saybye,186,0
Really Rich Records,Used To,0
Chief Keef Colourfulmula,Lola Bunny,0
Tre Savage,Houdini,0
Entrudo,A Man,0
Rah Swish,Slide Show,2
Fivio Foreign,Trust,7
Rah Swish,"50 Bars, Pt. 4",7
22Gz,Cash App,0
Rah Swish,Exposing Me (feat. Curly Savv),5
Bizzy Banks,30,5
B-Lovee,IYKYK,7
ShittyBoyz,NFL,0
JulezJZ,Alien,0
Denzel Curry,Zatoichi [Feat. slowthai],1
BabyTron,Chess Players (feat. DaBoii),3
Kodak Black,Let Me Know,2
Kodak Black,Back For Everything,7
Kodak Black,On Everything,7
Conway the Machine,Lock Load (with Beanie Sigel),2
Conway the Machine,Tear Gas (feat. Rick Ross & Lil Wayne),1
Conway the Machine,Wild Chapters (with T.I. & Novel),2
Conway the Machine,Guilty,7
Conway the Machine,Stressed (with Wallo267),1
Conway the Machine,So Much More,2
Conway the Machine,God Don't Make Mistakes (feat. Annette Price),7
EARTHGANG,BILLI (feat. Future),5
EARTHGANG,WATERBOYZ (with JID & J. Cole),3
EARTHGANG,AMEN (with Musiq Soulchild),0
JPEGMAFIA,HAZARD DUTY PAY!,7
JPEGMAFIA,UNTITLED,7
NEZ,Let's Get It,7
Conway the Machine,Chanel Pearls (with Jill Scott),3
Quality Control,Back On,2
Joey Bada$$,Head High,2
King Von,War,3
King Von,Facetime (feat. G Herbo),7
King Von,Straight To It (feat. Fivio Foreign),7
King Von,Evil Twins,0
King Von,Too Real,3
King Von,Rich Gangsta (feat. Tee Grizzley),5
King Von,Mad,7
King Von,My Fault,0
King Von,Get It Done,2
King Von,Chase The Bag,7
King Von,Go N Get Em (feat. Boss Top),2
King Von,Grandson For President,7
A Boogie Wit da Hoodie,Hit Different,3
Pusha T,Hear Me Clearly (with Nigo),1
Morray,Still Here (feat. Cordae),3
Tee Grizzley,Beat The Streets,4
BabyTron,Letter To Cornelius,5
BabyTron,Peachtree,2
BabyTron,Cobra Kai,4
BabyTron,Beyond Turnt,0
BabyTron,Mr. Do The Dash,5
BabyTron,Extra Butter,5
BabyTron,Crocs & Wock',7
BabyTron,MainStream Tron,5
BabyTron,Hustle Junkie,7
BabyTron,December 1st,5
BabyTron,RIP Virgil,5
BabyTron,Jerry Rice,5
BabyTron,The Lost World,1
J.I the Prince of N.Y,I Ain't Gon Lie,2
The Cool Kids,LOW SODIUM (feat. Chance The Rapper),2
The Cool Kids,LIGHTWERK,3
Common,Faithful,7
Westside Gunn,Whoopy,6
Mach-Hommy,Apple Juice,1
Westside Gunn,Gorilla Monsoon,2
Vince Staples,MAGIC,3
Rick Ross,Sixteen,0
Drego,Popovixh,5
Saba,an Interlude Called “Circus” (feat. Eryn Allen Kane),5
Hotboii,Lately,0
Lil Durk,Golden Child,5
Pusha T,Hold On,1
B-Lovee,Boom Boom (feat. A Boogie Wit da Hoodie),2
KayCyy,OKAY! (Prod. Gesaffelstein),0
KayCyy,LOVE & HATE (Prod. Gesaffelstein),6
KayCyy,THE SUN (Prod. Gesaffelstein),0
Benny The Butcher,Super Plug,6
Benny The Butcher,10 More Commandments (feat. Diddy),2
Benny The Butcher,Back 2x (feat. Stove God Cooks),2
Benny The Butcher,Weekends In The Perry's (feat. Boldy James),6
Benny The Butcher,Tyson vs. Ali (feat. Conway The Machine),3
Benny The Butcher,Uncle Bun (feat. 38 Spesh),6
Benny The Butcher,Thowy's Revenge,6
Benny The Butcher,Billy Joe,3
Benny The Butcher,Guerrero (feat. Westside Gunn),1
Benny The Butcher,Bust A Brick Nick,1
Benny The Butcher,Mr. Chow Hall,6
Lil Durk,Started From,5
Lil Durk,Headtaps,2
Lil Durk,Shootout @ My Crib,5
Lil Durk,Golden Child,5
Lil Durk,Petty Too (feat. Future),5
Lil Durk,Barbarian,1
Lil Durk,What Happened To Virgil (feat. Gunna),0
Lil Durk,Grow Up/Keep It On Speaker,4
Lil Durk,Smoking & Thinking,5
Lil Durk,Blocklist,0
Lil Durk,Difference Is (feat. Summer Walker),2
Lil Durk,Federal Nightmares,1
Lil Durk,Love Dior Banks,1
Lil Durk,Pissed Me Off,5
Key Glock,Pain Killers,7
Majid Jordan,Stars Align (with Drake),7
YBN Nahmir,Porsches In The Rain,7
Travis Scott,WHO? WHAT!,3
A$AP Rocky,Multiply (feat. Juicy J),0
Roddy Ricch,War Baby,1
MF DOOM,Lavender Buds,4
MIKE,"no, no",2
redveil,Soulfood,4
Chief Keef,Hadouken,2
Kid Cudi,GHOST!,3
Pete Rock,The Life I Live,7
Saba,BUSY / SIRENS,6
Nigo,Heavy (with Lil Uzi Vert),0
Sada Baby,Bop Stick,3
Lil Durk,Computer Murderers,0
Fivio Foreign,Magic City,3
Key Glock,Play For Keeps,3
22nd Jim,Ocean Blue Tints (feat. Baby Money & BabyTron),2
Juice WRLD,Go Hard,6
Juice WRLD,Sometimes,0
Childish Gambino,What Kind of Love,6
Big L,Flamboyant,7
soicy rerock,AT DA LIGHT,0
KrispyLife Kidd,understand The Spice,0
KrispyLife Kidd,Bout Time,0
Monsta Mook,50 Rounds,5
Maxo,Headphones,4
lilmatt,yao ming,3
42 Dugg,Free The Shiners,2
Yak Yola,30 Story,3
Yak Yola,Seeing Red (feat. Doe Boy),7
Yak Yola,Get Back,1
Yak Yola,Lamb Chop,0
Yak Yola,Skrt Off,3
Yak Yola,U Need? (feat. Lil Double 0 & Veeze),5
Yak Yola,Big Yak,3
Tae Retro,Phil Jackson,4
Nujabes,Think Different (feat. Substantial),7
Joey Bada$$,Shine,1
Mos Def,UMI Says,7
Denzel Curry,Troubles [Feat. T-Pain],3
Young Wabo,Zaza Baby!,4
2Pac,Temptations,7
Dtae3x,Ghetto Habits,2
Denzel Curry,Melt Session #1 [Feat. Robert Glasper],6
Denzel Curry,Worst Comes To Worst,1
Denzel Curry,John Wayne [Feat. Buzzy Lee],3
Denzel Curry,Mental [Feat. Saul Williams & Bridget Perez],4
Denzel Curry,"Ain't No Way [Feat. 6LACK, Rico Nasty, J.I.D, Jasiah, Kitty Ca$h]",1
Denzel Curry,X-Wing,4
Denzel Curry,Angelz [Feat. Karriem Riggins],2
Denzel Curry,The Smell Of Death,1
Denzel Curry,Sanjuro,0
Denzel Curry,The Ills,3
Denzel Curry,The Last,0
Chance the Rapper,Child of God,6
Flatbush Zombies,The Glory (feat. Denzel Curry),5
A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",4
Pusha T,Punch Bowl (with Clipse & Nigo),3
Pharrell Williams,Functional Addict (with Gunna & Nigo),3
Pop Smoke,Remember (with Nigo),3
"Tyler, The Creator","Come On, Let's Go (with Nigo)",7
The Notorious B.I.G.,Kick in the Door - 2014 Remaster,2
MF DOOM,Kon Queso,4
Don Toliver,Diva,3
JulezJZ,Spread Your Wings,2
Edan,Beauty,1
J. Cole,Change,6
Vince Staples,ROSE STREET,7
Sean Strange,Vial Caps,0
42 Dugg,Everybody Shooters Too,0
Tm88,Chit Chat (feat. Wiz Khalifa),7
Allstar JR,Through The Wire,4
Dreamville,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),4
Dreamville,Ghetto Gods Freestyle (with EARTHGANG feat. 2 Chainz),5
Dreamville,Lifestyle (with Bas feat. A$AP Ferg),3
Dreamville,"Starting 5 (with Lute, Cozz & Omen)",5
Dreamville,Freedom of Speech (with J. Cole),1
Dreamville,Jozi Flows (with Bas & EARTHGANG),5
Dreamville,Barry From Simpson (with JID feat. 2 Chainz & Young Nudy),5
Dreamville,Ballin in Newport (with Omen),4
Dreamville,Big Trouble Freestyle (with Cozz),3
Dreamville,Heaven’s EP (with J. Cole),1
"Clay ""Krucial"" Perry III",Wafi (feat. G Herbo),2
A$AP ANT,The God Hour,4
Freddie Gibbs,Ice Cream (feat. Rick Ross),2
Lil Tjay,In My Head,0
Never Broke Again,Pull Up Actin (Never Broke Again featuring YoungBoy Never Broke Again and P Yungin),2
Chief Keef,Text (feat. C. Mula),0
ScHoolboy Q,Soccer Dad,7
42 Dugg,Thump Shit,3
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell),2
Detroit Rap News,Humble,6
Detroit Rap News,Essentials,6
Detroit Rap News,So So Def,3
Detroit Rap News,Santel 33,5
Detroit Rap News,Scared Of The Money,7
Detroit Rap News,Start It Off,5
Detroit Rap News,Ten Toes,5
Detroit Rap News,Pick A Opp,2
Detroit Rap News,Pawn Shop,2
Tee Grizzley,Buss It All Down,3
YoungBoy Never Broke Again,4KT Baby,2
YoungBoy Never Broke Again,The North Bleeding,5
YoungBoy Never Broke Again,Wagwan,2
YoungBoy Never Broke Again,Nightfall,1
YoungBoy Never Broke Again,Holy,5
YoungBoy Never Broke Again,I Got The Bag,1
YoungBoy Never Broke Again,Mr. Grim Reaper,6
42 Dugg,Ice Talk,7
42 Dugg,I Never Judged You,1
42 Dugg,Spin,0
42 Dugg,Can't Be Fucked With,0
42 Dugg,My Yungin,1
Jack Harlow,First Class,0
Lil Baby,Right On,2
J.I the Prince of N.Y,Toxic,5
Fivio Foreign,Through the Fire (feat. Quavo),2
Fivio Foreign,Confidence (feat. A$AP Rocky),1
Fivio Foreign,Feel My Struggle,4
Fivio Foreign,Whoever,2
Vince Staples,THE BEACH,4
Vince Staples,AYE! (FREE THE HOMIES),0
Vince Staples,DJ QUIK,6
Vince Staples,WHEN SPARKS FLY,0
Vince Staples,EAST POINT PRAYER,5
Vince Staples,SLIDE,4
Vince Staples,PAPERCUTS,7
Vince Staples,LEMONADE,3
Vince Staples,PLAYER WAYS,6
Vince Staples,MAMA'S BOY,6
Vince Staples,BANG THAT,7
Vince Staples,THE BLUES,4
Eem Triplin,AWKWARD FREESTYLE,5
Lil Baby,In A Minute,0
Jeru The Damaja,Come Clean - E New Y Radio,6
The Alchemist,W.Y.G.D.T.N.S. (feat. ScHoolboy Q),6
Action Bronson,Subzero,1
Tee Grizzley,Half Tee Half Beast,2
Tee Grizzley,Loyalty,0
Tee Grizzley,Robbery Part 3,4
Tee Grizzley,Afterlife,7
Tee Grizzley,No Hook,7
Tee Grizzley,I'm On Go,0
Tee Grizzley,Hustlin,7
Tee Grizzley,Beat The Streets,4
Tee Grizzley,G7,7
Tee Grizzley,Whoop (feat. Baby Grizzley),3
MAVI,Eye/I and I/Nation,1
Young Nudy,"Black Hippie, White Hipster",3
Playboi Carti,Flex,0
Eslabon Armado,Lamento Boliviano,6
DannyLux,El Dueño De Tu Amor,6
JulezJZ,Amarte A La Antigua,6
Eslabon Armado,Dame Tu Calor,6
Eslabon Armado,¿Donde Has Estado?,6
Kay Flock,PSA,7
Bizzy Banks,Don't Start,1
Pusha T,Brambleton,7
Pusha T,Let The Smokers Shine The Coupes,0
Pusha T,Dreamin Of The Past (feat. Kanye West),1
Pusha T,Just So You Remember,2
Pusha T,Diet Coke,2
Pusha T,Rock N Roll (feat. Kanye West & Kid Cudi),0
Pusha T,Call My Bluff,1
Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),1
Pusha T,Open Air,1
Pusha T,I Pray For You (feat. Labrinth & MALICE),1
Ab-Soul,Hollandaise,0
redveil,together,1
redveil,pg baby,1
Pusha T,H.G.T.V. Freestyle,5
Wiz Khalifa,The Thrill,3
Common,Invocation,3
Wu-Tang Clan,"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",7
Diddy,Young G's (feat. The Notorious B.I.G. & Jay-Z),5
LL COOL J,"4,3,2,1",7
EPMD,Da Joint,3
Jadakiss,Gettin' It In,3
Future,712PM,3
Future,I'M DAT N****,0
Future,KEEP IT BURNIN (feat. Kanye West),0
Future,FOR A NUT (feat. Gunna & Young Thug),3
Future,PUFFIN ON ZOOTIEZ,7
Future,WAIT FOR U (feat. Drake & Tems),1
Future,LOVE YOU BETTER,6
Future,MASSAGING ME,0
Future,CHICKENS (feat. EST Gee),3
Future,WE JUS WANNA GET HIGH,3
Future,VOODOO (feat. Kodak Black),5
Future,HOLY GHOST,3
Future,I'M ON ONE (feat. Drake),0
Moneybagg Yo,Switches & Dracs (feat. Lil Durk & EST Gee),3
Pooh Shiesty,Squeeze On Em (feat. 42 Dugg),0
Lil Baby,Frozen,2
BabyTron,Euphoria,4
Future,NO SECURITY (feat. BabyFace Ray),2
BabyTron,Type Shit,2
Gallery Provence,Gotham City,0
Gunna,Car Sick (feat. NAV & Metro Boomin),7
Drake,Tuscan Leather,1
BabyTron,Larry Lobster,4
Vince Staples,So What? - Episode 01,7
YUP!,LOST,6
Westside Gunn,Buffs vs. Wires (feat. Benny & Boldy James),1
Danny Brown,Lost,1
Nujabes,Luv (sic.) pt3 (feat. Shing02),3
Chance the Rapper,Hey Ma,6
Travis Scott,wonderful,3
Westside Gunn,"City, Sos, & Me",4
Big Ghost Ltd,Fendi Seats,1
Childish Gambino,Summertime Magic,0
Vince Staples,Summertime,0
A$AP Rocky,D.M.B.,4
Jack Harlow,Talk Of The Town,4
Jack Harlow,Young Harleezy,3
Jack Harlow,I'd Do Anything To Make You Smile,0
Jack Harlow,Dua Lipa,0
Jack Harlow,Side Piece,6
Jack Harlow,Lil Secret,3
Jack Harlow,Churchill Downs (feat. Drake),6
Jack Harlow,Poison (feat. Lil Wayne),3
Jack Harlow,State Fair,7
Toosii,Keeper,0
Kendrick Lamar,untitled 01 | 08.19.2014.,5
BabyTron,Half-Blood Prince,1
BabyTron,Next Level,4
BabyTron,Monkey D. Luffy,4
BabyTron,Pink Runtz,5
BabyTron,Monsters & Mobsters,5
BabyTron,Sith Lord,1
Kendrick Lamar,The Heart Part 5,3
YoungBoy Never Broke Again,Don’t Rate Me (feat. Quavo),7
Statik Selektah,Carry On,1
Icewear Vezzo,Sick of Y'all,7
Kendrick Lamar,United In Grief,1
Kendrick Lamar,N95,7
Kendrick Lamar,Worldwide Steppers,6
Kendrick Lamar,Die Hard,3
Kendrick Lamar,Father Time (feat. Sampha),2
Kendrick Lamar,Rich - Interlude,6
Kendrick Lamar,Rich Spirit,6
Kendrick Lamar,We Cry Together,1
Kendrick Lamar,Purple Hearts,2
Kendrick Lamar,Count Me Out,6
Kendrick Lamar,Crown,6
Kendrick Lamar,Silent Hill,3
Kendrick Lamar,Savior - Interlude,6
Kendrick Lamar,Savior,1
Kendrick Lamar,Auntie Diaries,6
Kendrick Lamar,Mr. Morale,2
Kendrick Lamar,Mother I Sober (feat. Beth Gibbons of Portishead),6
Kendrick Lamar,Mirror,0
Mac Miller,Someone Like You,0
The Pharcyde,Y?,3
A Tribe Called Quest,Footprints,3
Mac Miller,Get Up,1
JID,All Bad,6
Gunna,Wit It,3
Chance the Rapper,"Blessings (feat. Ty Dolla $ign, Anderson .Paak, BJ The Chicago Kid, Raury & Jamila Woods)",6
redveil,working on it,2
Westside Gunn,Gunnlib,4
Rio Da Yung Og,Mind Playin' Tricks,2
Rio Da Yung Og,Cold Hearted (feat. Louie Ray),0
Maxo Kream,JIGGA DAME,3
42 Dugg,SOON (feat. Arabian),2
Isaiah Rashad,Silkk da Shocka (feat. Syd),4
Drake,Trust Issues,6
A Tribe Called Quest,Oh My God - Remix,7
Tame Impala,Let It Happen,3
Playboi Carti,FlatBed Freestyle,2
Nas,Rare,4
J. Cole,New York Times (feat. 50 Cent & Bas),2
Viktor Vaughn,Saliva,1
Steve Lacy,N Side,7
Mac Miller,Vitamins,7
Drake,Jorja Interlude,6
A Tribe Called Quest,Keeping It Moving,5
Westside Gunn,All Praises (feat. Boldy James & Jadakiss),1
Baby Keem,Half,3
A Tribe Called Quest,The Jam,3
Westside Gunn,Amherst Station,6
Future,Drip on Me,3
MF DOOM,MORE RHYMIN,4
Frank Ocean,Self Control,6
Kanye West,True Love,4
Eminem,Bump Heads,0
D.I.T.C.,Da Enemy,2
JAY-Z,4:44,2
Vory,Daylight ft. Ye,0
Lil Uzi Vert,Lotus,7
Westside Gunn,Euro Step,1
Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",6
Steve Lacy,Lay Me Down,4
Chance the Rapper,Brain Cells,1
Baby Keem,INVENTED IT,7
A Tribe Called Quest,Vibes and Stuff,6
Peezy,Perc 10,3
Post Malone,Reputation,6
Post Malone,Lemon Tree,0
Post Malone,Insane,3
Post Malone,Euthanasia,0
Post Malone,One Right Now (with The Weeknd),7
Vory,Do Not Disturb (ft. NAV and Yung Bleu),7
Vory,Chanel Fix (ft. Landstrip Chip),3
Vory,Happy Birthday 2U,6
Vory,I.J.S,6
Vory,Believe In Me,2
Vory,Fuck Being Famous (ft. BEAM),5
Vory,Project Baby,2
Vory,Dark Clouds,3
070 Shake,Invited,6
070 Shake,History,0
070 Shake,Medicine,0
070 Shake,Blue Velvet,6
070 Shake,Cocoon,0
070 Shake,Body,3
070 Shake,Wine & Spirits,0
KayCyy,Look What I Found (feat. Lancey Foux),2
KayCyy,Replay,3
KayCyy,Hold you up (feat. Annahstasia & Steven Bamidele),2
Mos Def,Hip Hop,4
A Tribe Called Quest,Midnight,5
Freddie Gibbs,Broken (feat. Scarface),6
Saba,CALLIGRAPHY,6
21 Savage,Nothin New,5
MF DOOM,LIGHTWORKS,1
Westside Gunn,Dudley Boyz (feat. Action Bronson),1
redveil,Campbell,1
Nas,My Way,1
The Pharcyde,She Said - Mike Caren Remix,3
Sampha,Plastic 100°C,6
Mac Miller,Bird Call,7
Pusha T,Numbers On The Boards,0
Boldy James,Drug Zone,6
MadeinTYO,Uber Everywhere (feat. Travis Scott),0
Mac Miller,Poppy,7
"Tyler, The Creator",GROUP B,1
Lil Uzi Vert,Seven Million (feat. Future),3
Danny Brown,Monopoly,1
Freddie Gibbs,Practice,6
Saba,GREY,3
Steve Lacy,Jars of It,7
Westside Gunn,Big L & Half a Mil,4
Drake,Days in The East,0
Icewear Vezzo,Know the Difference (feat. Lil Baby),5
DaBaby,Turbo,1
Saba,Stoney (feat. Phoelix & BJRKNC),3
Pharrell Williams,Cash In Cash Out,0
Kid Cudi,Do What I Want,7
SiR,John Redcorn,3
Damedot,ROOFTOP,7
Damedot,THATS IT,5
Damedot,MILAN,7
Damedot,FUCK YO SUMMER,0
Damedot,PROUD,2
Damedot,CHINESE FANTA,2
Damedot,MY BAD I BEEN SIPPIN,7
Damedot,INDICTMENT DIAMONDS,2
Damedot,RODEO,3
Damedot,ANOTHER SHOT,2
Damedot,IN THE MOB (feat. Peezy),3
Damedot,TOP TIER (feat. Coach Joey),0
Damedot,ADORE ME (feat. G.T.),0
Damedot,DOG TOO (ONE TAKE),5
Damedot,SOMETHING BOUT,2
Damedot,LOOK AT ME NA,3
BabyTron,Caught An Opp (feat. Trdee),5
G Herbo,Man Now,2
YoungBoy Never Broke Again,Vette Motors,3
Scorey,Girls Love Rod Wave,1
Lil Baby,To The Top,3
Lil Double 0,Freestlye,6
Mozzy,Tell The Truth (with Shordie Shordie),5
Hotboii,Rich How I'm Dyin,3
PGF Nuk,Waddup (feat. Polo G),1
Lil Baby,U-Digg (feat. 42 Dugg & Veeze),0
Chance the Rapper,The Highs & The Lows,1
Steve Lacy,Mercury,3
Kay Flock,Make A Movie (feat. Fivio Foreign),2
Drake,Falling Back,0
Drake,Texts Go Green,7
Drake,Currents,5
Drake,A Keeper,6
Drake,Calling My Name,6
Drake,Sticky,5
Drake,Massive,0
Drake,Flight's Booked,6
Drake,Overdrive,6
Drake,Tie That Binds,0
Drake,Liability,7
Drake,Jimmy Cooks (feat. 21 Savage),2
GMO Stax,Out the Mix,0
Damedot,Jamaica,5
22Gz,Up N Stuck (feat. Kodak Black),3
Nujabes,Lady Brown (feat. Cise Starr from CYNE),1
MF DOOM,My Favorite Ladies,3
Snoop Dogg,Somethin Bout Yo Bidness,6
Mike Dimes,WHO IS MIKE DIMES?,2
Childish Gambino,The Palisades,7
Knucks,Leon the Professional,5
WESTSIDE BOOGIE,CAN'T GET OVER YOU (feat. Smino & Teezo Touchdown),6
Jack Harlow,RIVER ROAD,7
redveil,home,4
J. Cole,BRACKETS,3
88-Keys,Stay Up! (Viagra),7
Future,Benjamins Burn,5
Dot Da Genius,"Talk About Me (feat. Kid Cudi, Denzel Curry & JID)",7
Money Man,Overload,2
Lil Durk,So What,2
Lil Durk,Huuuh,1
Lil Durk,Burglars & Murderers (feat. EST Gee),0
Joey Bada$$,Where I Belong,2
Calvin Harris,New Money (with 21 Savage),7
Steve Lacy,Bad Habit,6
Kanye West,Gone,7
Chief Keef,Masturbation,3
Drake,Uptown (feat. Bun B & Lil Wayne),1
Baby Keem,booman,7
Playboi Carti,dothatshit!,2
Chance the Rapper,Favorite Song,7
Freddie Gibbs,FBC,7
N.W.A.,Something Like That,7
Bryson Tiller,Timeless Interlude,6
Danny Brown,XXX,3
A Tribe Called Quest,Lyrics to Go,3
Pharrell Williams,How Does It Feel?,7
Lil Uzi Vert,Hi Roller,0
Mac Miller,Avian,1
10TA Lil A,100 Gramz,1
10TA Lil A,Meals On Wheels,7
JID,29 (Freestyle),3
Mg Sleepy,Gervonta Davis,4
Future,Peacoat,0
Steve Lacy,Thats No Fun,4
Joey Bada$$,Survivors Guilt,2
Westside Gunn,Big Ass Bracelet,6
WZRD,The Dream Time Machine,0
Kid Cudi,By Design,3
Kid Cudi,love.,0
Brent Faiyaz,ALL MINE,6
Brent Faiyaz,PRICE OF FAME,0
Brent Faiyaz,FYTB (FEAT. JOONY),5
Brent Faiyaz,ADDICTIONS (FEAT. Tre' Amani),3
Brent Faiyaz,BAD LUCK,6
Sosa,Montana Flow,0
GTP Daidoe BabyTron,Huge Lifestyle,5
Steve Lacy,Sunshine (feat. Fousheé),3
Juicy J,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),0
Common,They Say,3
Mobb Deep,Where Ya Heart At,3
Westside Gunn,Danhausen,4
StanWill,Violin Freestyle,0
Steve Lacy,Static,6
Steve Lacy,Helmet,3
Steve Lacy,Buttons,4
Steve Lacy,Cody Freestyle,0
Steve Lacy,Give You the World,6
Joey Bada$$,Zipcodes,1
Toosii,Love is...,5
Kid Cudi,The Prayer,4
GMO Stax,Lack Again (feat. BIG30 & Hotboii),2
Preservation,Medicine Drawer,2
Black Soprano Family,It's Over,1
緑,Part Deux,3
Sideshow,Early Mornin' Kush Reps,5
Drake,Lose You,6
Pharrell Williams,Stay With Me,3
Childish Gambino,19.10,0
Juice WRLD,Make Believe,1
XXXTENTACION,I Don't Wanna Do This Anymore,6
Lil Durk,Home Body (feat. Gunna & TK Kravitz),1
Pusha T,New God Flow,2
Ski Mask The Slump God,Durgaflowz,3
NAV,Some Way,2
Drake,5 Am in Toronto,1
Lil Durk,Backdoor,0
Zelooperz,Easter Sunday,4
Future,F*ck Up Some Commas,3
Boss Top,Shameless,5
Icewear Vezzo,Ghetto Ice (feat. Rio Da Yung OG),5
Icewear Vezzo,F Blocc,5
Icewear Vezzo,On My Own,7
Icewear Vezzo,Play For Keeps (feat. G Herbo),0
Icewear Vezzo,Times Like This,3
Icewear Vezzo,Get Bacc Part 2,7
Icewear Vezzo,You Ever (feat. Baby Money),0
Icewear Vezzo,The 6,5
Rio Da Yung Og,100 Bars,2
Joey Bada$$,The Baddest,6
Joey Bada$$,Make Me Feel,1
Joey Bada$$,Brand New 911,2
Joey Bada$$,Cruise Control,1
Joey Bada$$,Eulogy,2
Joey Bada$$,One of Us,2
Joey Bada$$,Welcome Back,1
Joey Bada$$,Show Me,2
Joey Bada$$,Wanna Be Loved,3
Joey Bada$$,Written in the Stars,1
Lil Uzi Vert,SPACE CADET,0
Lil Uzi Vert,HITTIN MY SHOULDER,0
Lil Uzi Vert,FLEX UP,0
Lil Uzi Vert,I KNOW,7
ShittyBoyz,Slam Dunk Contestants,1
Mac Miller,"I Love Life, Thank You",1
Mac Miller,People Under The Stairs,1
Mac Miller,Willie Dynamite,1
Mac Miller,The Scoop On Heaven,7
Mac Miller,Love Lost,7
Mac Miller,Pranks 4 Players,7
Mac Miller,Family First,7
Mac Miller,The Miller Family Reunion,7
